0	625509021097684992	_prejudiced	keep defending terrorists, keep signing mercy petitions for dem &amp; dey'll keep showing their love like dis! #Shame #GurdaspurAttack	inside all of us is a wild thing.	300	1	1
7/27/2015 11:59:38	625636659854356480	Sriram_sv	So Does it require #GurdaspurAttack to the souls in #AdarshLiberals nd Indian #presstitutes , to rethink on supportin terrorist #YakubMemon	comments are personal . rt's may or may not imply as endorsements	457	1	0
7/27/2015 11:59:41	625636674014285824	RamraoKP_	Hey @RanaAyyub terrorism has religion example  #GurdaspurAttack attackers are Islamic terrorists... https://t.co/x1x0txzBOt	|  | hindu nationalist | | brahmin | |nationfirst | |ram ji bhakt | |member of @bjpindia | #hindusarehumantoo | |bharat mata ki jai| |vandemataram|	2515	1	1
7/27/2015 11:59:55	625636732868890624	KartikeyaTanna	Our #AdarshLiberals journalists to do investigative journalism on the fake encounter of #GurdaspurAttack terrorists https://t.co/3pCenLcRwS	lawyer licensed in india, england & new york. visiting faculty, h.l. institute of commerce. write columns on politico-legal developments. photographer by hobby.	18733	1	0
7/27/2015 12:00:36	625636904030072832	sufirushk	Paki journalists India shud not suspect LeT, JuD. They r right needle of suspicion is pointing towards East India Company. #GurdaspurAttack	spiritual not religious, humor, history, science.proud kafir. follow back.	1966	1	0
7/27/2015 12:00:58	625636995025403905	vaz_paz	#GurdaspurAttack terrorist was shouting islamic slogans seculars in deep shock all ICU's occupied by them		141	1	1
7/27/2015 12:01:36	625637154610286592	mrnasirgujjar	Sikhs stage protest against Indias brutalities world wide #GurdaspurAttack #ModiAttacksGurdaspur #LiberateKhalistan http://t.co/zvA11A2ZOF	secretary information pmlq lahore #kalabaghdam	2021	1	1
7/27/2015 12:02:22	625637347850256385	avinashbhat01	Tmrrw Headlines by #AdarshLiberals on #GurdaspurAttack -It ws 'Chota Mota' Drug operation-Innocent Smuggleser killed in Fake Encounter	avid reader, news junkie, centre right and a highly opinionated contrarian.	7721	1	1
7/27/2015 12:04:43	625637939431763968	daanishmehra	#GurdaspurAttack Pakis show true colors yet again	dark knight , iron man , broken but not dead yet	84	1	1
7/27/2015 12:05:05	625638032645840896	FarisAliKhan2	Modi has been humiliated &amp; insulted on international level through #ModiAttacksGurdaspur killing 6 Hindus. Damn on Modi #GurdaspurAttack	a patriot. love pak sarzameen. striving to defeat enemy's propaganda against pakistan in cyber war. liberation of palestine, khalistan & freedom of kashmiris.	3121	1	1
7/27/2015 12:05:10	625638052690444288	mnivatkar	#gurdaspurattack send those so called 291 secularists for humanitarian talks with Terrorists to Gurudaspur immdly who wrote for Yakub	after all ... it's life	10	1	1
7/27/2015 12:05:30	625638137075609600	IndiaFPS	#GurdaspurAttack Gurdaspur attackers heard shouting Islamic slogans before final assault http://t.co/HyVmqIgGXu		5	1	1
7/27/2015 12:05:59	625638257905111040	FarisAliKhan2	#GurdaspurAttack is the first kind of attack in which Hindus are killing Hindus. What a shame. #Gurdaspur #modiattacksgurdaspur	a patriot. love pak sarzameen. striving to defeat enemy's propaganda against pakistan in cyber war. liberation of palestine, khalistan & freedom of kashmiris.	3121	1	1
7/27/2015 12:08:07	625638797091299329	Ankiity	@Ankiity All the terrorist from religion of PIECE. #GurdaspurAttack	थप्पड से डर नहीं लगता साहब, प्यार से लगता है। i refuse to trust anyone who smiles before 9am	3573	1	1
7/27/2015 12:08:53	625638987835641857	InfallibleKarma	Pakis firmly believe that Hindus/India wont resort to Military action.They seem 2 b right. Modi cant take tough decisions. #GurdaspurAttack	independent and objective	23	1	0
7/27/2015 12:09:15	625639080588500992	TimeToScoot	The recipe to kill the practice of martyrdom in Islam would be to replace '72 virgins' in the Qu'ran with '72 feminists'. #GurdaspurAttack	creator and owner of two websites - http://t.co/1zqhlhzko3 and http://t.co/exe7ll2sz8	186	1	1
7/27/2015 12:09:58	625639261635633152	nittin_	Gud news 4 #AdarshLiberals 1 terrorist hve been taken alive in #gurdaspurattack! Now u can play politics over his conviction in d comn days	adventurous, courageous, versatile, lively, positive, passionate, arrogant, stubborn, impulsive and confrontational.hindu nationalist	644	1	0
7/27/2015 12:12:19	625639854785716224	MLMANDOWARA	@SirZaidHamid: By killing terrorists in #GurdaspurAttack are we not becoming like terrorists themselves? Thoughts of #AdarshLiberals	i am retired vice principal of college education	783	1	1
7/27/2015 12:12:24	625639874612215808	InfallibleKarma	Modi bowed n shed tears d first day in Parliament.He cant b war minded.Pakis know that.But Indian voters fooled themselves #GurdaspurAttack	independent and objective	23	1	0
7/27/2015 12:12:53	625639997912272896	__UFH	#GurdaspurAttack is jihad on heart of Punjab ,brave sikhs will never forgive these muslim pigs for their coward act #Gurdaspur @RanaAyyub	mosquitoes refuse to bite me purely out of respect.follow me to improve your social status rts are your own endorsements	186	1	1
7/27/2015 12:13:34	625640167315894272	avinashbhat01	Today ISI will give brief bout how India responsible for #GurdaspurAttack Tmmrw #AdarshLiberals journos will write Op-eds Blaming Modi Govt	avid reader, news junkie, centre right and a highly opinionated contrarian.	7721	1	1
7/27/2015 12:14:52	625640494450630656	krharibhaskar	#AdarshLiberals tries2link every incident withBJP.Won't b surprised if they accuse BJP4Globalwarming.#GurdaspurAttack http://t.co/XhpjH1OSAP	die hard fan of #namo, गर्व हिंदू राष्ट्रवादी	280	1	0
7/27/2015 12:15:20	625640613539549184	AbdullahBugti9	Paki Army,ISI&amp;Islamic Jihadist involved in #gurdaspurattack #India should Support Baloch fr destroying Pak terrorism, http://t.co/RIpqZz7LBE	i am an activist of baloch republican party and struggling for freedom of balochistan,which is occupied by pakistan and iran.tweets are personal views.	468	1	1
7/27/2015 12:15:23	625640624969093120	Bharat_Putra	Terror has no Religion #GurdaspurAttack "Gurdaspur attackers heard shouting Islamic slogans before final assault http://t.co/v7xjhU5XYF "	my name is ram and i am not communal # #modigovtcritic #modi42019	6099	1	1
7/27/2015 12:15:31	625640657110069248	AapChorHain	Dear #AdarshLiberal it's time to sign another Mercy petition  #GurdaspurAttack https://t.co/rpWEoXWXDj		6712	1	0
7/27/2015 12:15:48	625640729092726785	Chirpreet	Why can't we build a permanent border wall to shun off these Pakis completely &amp; end this yrs of bull-shitting..!! #GurdaspurAttack	it professional, sports buff and a foodie..!! in no particular order..!	54	1	1
7/27/2015 12:15:53	625640750080856064	brijeshdeb	Wondering if @PMOIndia paid attention to #liberatekhalistan trend in our neighborhood for the past few days. @narendramodi #gurdaspurattack	engineer, philosopher, an avid talker, writer and always a tester! views expressed here are personal.	239	1	1
7/27/2015 12:17:22	625641125697601536	shrik143	#libtards are ready with mercy petition for reported terrorist caught alive . Only name has been left blank to fill later . #GurdaspurAttack	doctor for health ,illnesses attacking india.	205	1	1
7/27/2015 12:17:25	625641135101218816	Hwy99Boss	Coward Pakis hit again #GurdaspurAttack	☜☆☞ i don't give bullshits nor do i take bullshits! ☜☆☞	227	1	1
7/27/2015 12:17:34	625641173630087168	sumit_saxena26	#GurdaspurAttack shame on you sickular peoples		3	1	1
7/27/2015 12:17:47	625641230001508352	manavjivan	Home Minister Rajnath Singh #GurdaspurAttack Same shik during Cong, same shik with BJP with 56 inch chest boss. Indians are at Paki mercy!!	twitter translator (spanish), dreams manufacturer. manav = limited edition. my rts may be questionable, but follow me unquestionably :)	43823	1	1
7/27/2015 12:18:07	625641311660605440	coolronald	#GurdaspurAttack Illiterate madrasa-trained Pakis talk with Con"Man"Gress to spread their canard abt Modi involvement!	president, cto, cco, aglaia interactive. a university-level quiz winner, topper- love reading, travelling and networking. author in the british council, sussex.	254	1	1
7/27/2015 12:18:34	625641425217044480	sunil_kachroo	Nothing to do with Khalistan or anybody like that , this was a Islamic Jehad attack by Laksher #GurdaspurAttack	i wear my religion on my sleeve and proud of it......haar nahin manoonga raar nayee thanoonga ,kal ke kapal par likhta, mitata hoon.....@silk72.wordpress.com	1428	1	2
7/27/2015 12:18:44	625641466577092608	vijaygiraddi	One terrorist is caught alive, now expect op ed from sickular mafia.after few yrs agn court drama, mercy pitition.#GurdaspurAttack		43	1	1
7/27/2015 12:19:11	625641581643563008	rvirendra	Terrorists raised Islamic Slogans, but terrorism has no religion #GurdaspurAttack #Gurdaspur	proud indian,from dehradun uttrakhand	100	1	2
7/27/2015 12:19:12	625641583610720256	dilip_sagitra	Punjab police personal said they heard islamic slogan Allah hu Akbar.. still u believe that terrorist hv no religion ??? #GurdaspurAttack	| proud hindu nationalist | bharatiya | satyamev jayate | vande mataram | mechanical engineering student |	78	1	1
7/27/2015 12:20:32	625641921478721536	zamuran98	Pakistni Army, ISI &amp; Islamic Jihadist involved in #gurdaspurattack Now India Openly Support Baloch fr destroying Pak terorism @narendramodi	baloch journalists forum  ex anchor of a bn tv	816	1	1
7/27/2015 12:20:55	625642017238970368	secular786	#DalalCoupta @ShekharGupta is a peace loving Hindu Sikh today &amp; knows that #Khalistan boys misunderstood #GurugranthSahib #GurdaspurAttack	aurangzeb is the secular father of india.	689	1	0
7/27/2015 12:21:44	625642221069406208	krharibhaskar	Pappu's reaction on #Gurdaspur terror attack #AAPwithTerrorists #GurdaspurAttack http://t.co/Gkj0XRWp1q	die hard fan of #namo, गर्व हिंदू राष्ट्रवादी	280	1	0
7/27/2015 12:24:29	625642913532284928	zamuran98	Pakistni Army,ISI AND Islamic Jihadist involved in #gurdaspurattack Now India Openly Suport Baloch fr destroying Pak terorism @PriyaMadhav1	baloch journalists forum  ex anchor of a bn tv	816	1	1
7/27/2015 12:27:14	625643609191157760	mayanknxt	@narendramodi Indians - #AdarshLiberals- #Sickulars - #presstitutes are wid U. Attack perpetrators of #GurdaspurAttack.NO TALKS WID PAK		0	1	0
7/27/2015 12:27:37	625643702044659712	ReddyMurali9993	For twist in facts watch MSM screaming Islam is peaceful &amp; terrorists hav no religion #GurdaspurAttack	hindu nationalist.	41	1	1
7/27/2015 12:28:48	625644002977583104	Tweejoteet	Khalistan Movement Zindabad! We totally support our Sikh Brothers for their freedom Movement. #GurdaspurAttack #IndiaIsTerrorist!	mining and metallurgical engineer, attracted to consciousness, high vibrations, soul intelligence, and open minded conversations.	1265	1	0
7/27/2015 12:29:00	625644051182809088	ruchaparmar	So pathetic ! All the parties r playing politics over #GurdasPurAttack and #SalmanKhan , #Yakub controversy ! #Shame	i really love #georgebailey,@abdevilliers17,@gmaxi_32 & @kp24. #kxip @blackcaps #proteafire.crazy for leo messi & @cristiano..!	161	1	0
7/27/2015 12:32:33	625644945001414656	mahe1966	nation is congratultng the police 4 putng end 2 terror atck,secular journalist r in process of writing contrdc stories #GurdaspurAttack	experiantial & rural marketeer- the urge to learn keeps me going. stopped watching cricket but will tweet on it. i retweet only interesting things	183	1	2
7/27/2015 12:33:35	625645204293357568	mriganka_t	Waiting for #AdarshLiberals to declare #GurdaspurAttack a RAW conspiracy to counter 'growing' support for clemency to #YakubMemon.	an indian. and a technology enthusiast for now. bragging rights - blocked by some #adarshliberals.	96	1	1
7/27/2015 12:34:14	625645368269627392	rvirendra	One terrorist arrested, India's ch**** Secularist ll be ready with one more petition to give him VIP treatment in the jail #GurdaspurAttack	proud indian,from dehradun uttrakhand	100	1	1
7/27/2015 12:34:30	625645434912923648	thakervm	#AdarshLiberals: "Hey Ram" were the last words of #GurdaspurAttack terrorist!! https://t.co/nJ3iRIDH0a	proud hindu with nationalist views. glass is always full. never afraid of speaking my mind. namo namah. interests in politics, sports, bollywood and literature.	1471	1	1
7/27/2015 12:35:28	625645677339611136	goodnewsofday	Check out the Jawans who neutralized Islamic terrorist in Gurdaspur. The army gear seems updated. #GurdaspurAttack http://t.co/mxfnGimNSH		6	1	1
7/27/2015 12:35:51	625645775989686272	RiRiIsDeBest	Islamic terrorism has hit the whole world. It's time for Muslims to start acting. Don't let a minority ruin your image. #GurdaspurAttack		2134	1	1
7/27/2015 12:36:04	625645829471105025	pratik_mohite	That's what Indian politicians can do with Pakistan after terrorist attacks?? #Shame #GurdaspurAttack https://t.co/wbn4jpZP88	digital media team | blogger | social media activist | political commentator | gandhian | #mba student | share market trader | followed by @incindia #rotractor	1412	1	1
7/27/2015 12:36:35	625645959951745025	m4muni	All Media flooded with #GurdaspurAttack Now its high time to arrest another AAP MLA, Expecting an arrest soon #Presstitutes Twist	i am a mango man | doing mca | 17 yrs of uae life | adjusting incredible india | be the change to change india | bharath jaldi badlega | shuruvat ki hei aap ne	253	1	1
7/27/2015 12:37:19	625646145151184897	sribang	@ggiittiikkaa @bhat_sadhana Expect massive rally by seculars n #presstitutes against killng 3 of thr bros visitng india #GurdaspurAttack	prefectly imperfect.	129	1	1
7/27/2015 12:37:41	625646235005747200	OahuAkbar	lets not conclusions just because they yelled islamic slogans injump to  the #GurdaspurAttack doesnt mean it had anything to do with islam	submit to allah	430	1	2
7/27/2015 12:37:52	625646284808912896	agrideva	India has to learn that you can't trust terrorists and pakis,for they go hand in hand. #GurdaspurAttack		48	1	1
7/27/2015 12:38:01	625646319802019840	indianhindu16	these terror strike happens because jesus ass lickers like @Zakka_Jacob suck up to those jihadis @ibnlive #GurdaspurAttack #AbrahamicBros	just because i love hinduism doesnt mean i disrespect other religion but if someone mocks at my faith..i am sure i will give them a piece of my mouth	368	1	1
7/27/2015 12:38:57	625646555727400960	SREEHARI2001	The SUFFERINGS of Sikhs is more at all times..in the hands of ENDANGERED Notional Parties in India..than Pakis..#GurdaspurAttack #TamilNadu	inquisitive, intelligent to pick the right arrow for the right cause, moderate, usually less provoked.	786	1	1
7/27/2015 12:41:32	625647206008160256	SREEHARI2001	SUFFERINGS of Sikhs &amp; Tamils are more in the hands of ENDANGERED CENTRAL COLLUSION in India than Pakis at all times.#GurdaspurAttack #AIADMK	inquisitive, intelligent to pick the right arrow for the right cause, moderate, usually less provoked.	786	1	1
7/27/2015 12:41:39	625647233740861440	LfcBisht	Terrorist raised Islamic slogans and as usual defamed their own religion #GurdaspurAttack	indian. liverpool fc and barca fan. support modi but not rss	617	1	1
7/27/2015 12:41:58	625647314863063040	_AOK_FC_	Hw fool muslims r: they cum, fire 4 sumtime den die. #Stupids HaHa. #Meaningless #GurdaspurAttack	fan club of most beautiful anchor ie anjana om kashyap. queen of debate and lovely person. this acc only dedicated to her :) u can follow her @anjanaomkashyap	343	1	1
7/27/2015 12:42:55	625647554638708736	vaib233	#GurdaspurAttack now punjabis shd kill atleast 50 muslims to avenge attacks on sikhs.....all hindus gear up	i am prof in an engineering college.having a strong belief in hinduism...there on twitter to unite all indians..	158	1	1
7/27/2015 12:42:56	625647559927689216	SREEHARI2001	SUFFERINGS of Sikhs&amp;Tamils are more in hands of ENDANGERED CENTRAL COLLUSION in India than Pakis at all times.#GurdaspurAttack @News7tamil	inquisitive, intelligent to pick the right arrow for the right cause, moderate, usually less provoked.	786	1	1
7/27/2015 12:43:41	625647745689260032	BalakNadan	Terrorist attack in Pak: We shout #IndiaWithPakistan Terrorist attach in India: Fucking Prokis shouting #LiberateKhalistan #GurdaspurAttack	hated by many, liked by very very few.	334	1	1
7/27/2015 12:43:45	625647761870864384	Rakupadhyay	Why is Punjab Police saying terrorists were shouting Islamic slogans? will spread hatred in society against one community. #GurdaspurAttack	i can't think of anything to write. i am new to twitter. on here to connect with people i know & don't know. follow me if you want to know more. cheers!	117	1	2
7/27/2015 12:47:45	625648769862774784	whisky_wacko	Now that all terrorists have been eliminated, libtards can start pontificating how Islam is really a religion of peace. #GurdaspurAttack	indian | right-wing | atheist | rts not necessarily endorsements | formerly desi hypocrisy watch/whisky wacko	1838	1	1
7/27/2015 12:48:02	625648839735685120	shrik143	Centre bans live coverage and some news channels started boasting how much patriots they are. #presstitutes #GurdaspurAttack @ndtv @ShainaNC	doctor for health ,illnesses attacking india.	205	1	1
7/27/2015 12:48:12	625648881603252224	KuchBhiBolega	4 people enter India and in half day completely screw up all the secular plans made by #AdarshLiberals. #GurdaspurAttack @RanaAyyub @Vidyut	college mein bio paper nahi likha..toh ab kya ghantaa bio likhoonga! screw religion. screw politics. screw media.	47	1	1
7/27/2015 12:49:12	625649136356970497	KRKka2ndbaby	#GurdaspurAttack we should support khalistan movement(if exist.) Lets create one from Lahore and west punjab where sikh holy stes are there.	please use my father @kamaalrkhan as ur punching bag/ looking for a new potential father	408	1	1
7/27/2015 12:51:23	625649686565629956	Voice0fGod	Gurdaspur attackers heard shouting Islamic slogans before final assault http://t.co/OmgEzzOtVC #GurdaspurAttack #___	pyaar ho bhi chuka hai aur kho bhi chuka.. bc delhi se hai.. uper se engg hai.. music k diwane fir chaho to jaan lelo..jaan chuke ho ya aur bio lagega ??	56	1	1
7/27/2015 12:52:32	625649974886408192	Mohsin421	@finesilk_ Indian agency attack. Trying to create animosity between indian Sikh community and pakistan #Khalistan #GurdaspurAttack	faith - unity - discipline	253	1	1
7/27/2015 12:53:56	625650325630910465	matrishmangal	@htTweets #GurdaspurAttack .. terrorist will have religion only when they are getting hanged.. #presstitutes and #Sikulars u r just pimp	erp consultant	62	1	1
7/27/2015 12:54:06	625650369478160384	ilewany	Paki nationalists as shameless as ever. Celebrating attacks in India. Why dont India send all Paki artists back 2 Pakistan? #GurdaspurAttack	a nomadic soul with a sufi heart	231	1	1
7/27/2015 12:54:38	625650504287125504	RockySoni1988	Gurdaspur attackers heard shouting Islamic slogans before final assault #GurdaspurAttack	god bless us everyone, we're a broken people living under loaded gun. and it can't be outfought, it can't be outdone, it can't be outmatched #follow4follow back	251	1	1
7/27/2015 12:58:42	625651524304158721	rupeshkasar	Tonight all #presstitutes wil discuss #GurdaspurAttack along with their experts. Saap jane ke baad rassi ko Saap banake pitenge. Gud4nothing	m 31	11	1	0
7/27/2015 12:58:42	625651524056711168	GoelViren	Hey where is the candle light march by #AdarshLiberals 2 support paki terrorist killed by our human right violator police? #GurdaspurAttack	yes i am proud 'bhakt'....any problems?	1404	1	1
7/27/2015 12:58:53	625651573583024128	SiddharthRoy25	@Rajsan2012 @mediacrooks #Presstitutes @RanaAyyub --&gt; #GurdaspurAttack mein #RSS killed Innocent Muslim terrorist.. See saffron band on Hat	proud hindu. follow indian politics closely. feel self-empowerment will help india develop and grow at root level instead of freebies and subsidies.	714	1	1
7/27/2015 13:01:35	625652250195562496	GoelViren	I hope #AdarshLiberals who signed mercy petition for Yakub Menon will care to explain to dead on why they support terrorist #GurdaspurAttack	yes i am proud 'bhakt'....any problems?	1404	1	1
7/27/2015 13:01:46	625652297549414400	indomitablesoul	@sardesairajdeep @IndiaToday No we r sick n tired of U.Wud b service 2 nation if u can shut up.We knw better #presstitutes #GurdaspurAttack	mechanical engg. patriot,foodie,footballer,sportsfan,traveller n rebel @ heart.nation comes first,always n everytime. live n let live.jai hind!tweets r personal	83	1	1
7/27/2015 13:01:46	625652296186073088	Brokenbeowulf	Sadly, the secularist liberals have nothing to say, coz terrorist doesn't hav a religion bt terrorist on a death roll has 1 #GurdaspurAttack	i am finance lover, an engineer who happens to be agnostic, avid reader, painter, writer, orator, procrastinator, thinker and i believe in calling spade a spade	33	1	1
7/27/2015 13:02:22	625652449542430720	SunnyDe_LOL	ISLAMIC TERRORISM is like voldemort in a secular country like India. "He-who-must-not-be-named" strikes in gurdaspur. #GurdaspurAttack	आदर्श लिबरल नहीं हूँ...काफी है?	720	1	1
7/27/2015 13:02:58	625652600415715328	tsuryaa	On #GurdaspurAttack #sickulars and #Libtards: Terrorist has no religion, Attack sudnt be linked with #Islam. Islam is religion of peace.	|| engineer || java & linux || explorer || traveler || social enthusiast & intolerant || @fcbayern @forceindiaf1 fan || born in up ||24 || ||ab+||	419	1	2
7/27/2015 13:05:32	625653243935195136	jazz_11	After high alert declared in #India after today mornings terror attack....#BCCI threats #PCB of not playing cricket #shame #GurdaspurAttack	working @madisonworld friendly, fun loving, always happy n want people around to be happy, food lover (chef at times), liverpool fc fan, never give up	155	1	1
7/27/2015 13:05:50	625653320045101056	abhishek3984	ISLAMIC TERRORISM is like voldemort in a secular country like India. "He-who-must-not-be-named" strikes in gurdaspur. #GurdaspurAttack	vande mataram	64	1	1
7/27/2015 13:06:34	625653503868841984	paritosh2608	Err... Any more Paki filmy imported chocolate boys? More Aman ki Asha? More support for cricket or cultural exchanges? #GurdaspurAttack	former national co convener- @bjpsamvad cell, dial 18002662020 and become a member of the bjp.	28636	1	1
7/27/2015 13:06:42	625653538798997506	N0v0ca1n	@Akf4se7en @Kewrious @Suparna_Singh Masarat Alam an extremist, not a political prisoner http://t.co/1W77dZHgUA Sigh ! #GurdaspurAttack	lawyer studying forensic science  neckromancer  socialist    choice	58	1	0
7/27/2015 13:07:27	625653726963830785	sanj_pande	Terror has no religion....as long as terrorists shout Islamic slogans. Why Porkis is bothered in #GurdaspurAttack hashtag. Bloody Porkis.	wanna know the world, cultures. engineer by profession. world peace!!!	123	1	1
7/27/2015 13:07:28	625653733729284096	charugrover	#GurdaspurAttack But an officer three policemen and civilian deaths ,that SHOULD bite pakis in the ass @narendramodi ,mat chuko chauhan!	i’m done adulting for today.:)	241	1	1
7/27/2015 13:07:52	625653831515312132	HatimbalochHb	Look How Paki supporting #GurdaspurAttack .now India must Take Action Against Pak, #AwaranOperation https://t.co/FuwFVTyfRG	a member of bso azad wants freedom from cruel country pakistan and want a secular azad balochistan,a social media activist...	502	1	1
7/27/2015 13:08:03	625653877753274368	MyPM_NaMo	#GurdaspurAttack Terror has a religion Terrorists were shouting "Allah hu Akbar" why are presstitutes hiding the fact http://t.co/NKFcbXPd05		1079	1	1
7/27/2015 13:08:50	625654077070798848	tsuryaa	Injustice with Hindus of 1414 convict hanged only 72 were Muslims. #GurdaspurAttack http://t.co/Y5FAowb7DZ	|| engineer || java & linux || explorer || traveler || social enthusiast & intolerant || @fcbayern @forceindiaf1 fan || born in up ||24 || ||ab+||	419	1	1
7/27/2015 13:10:38	625654530881908736	Shiv_sg	.@MaheshNBhatt Any Tweet for #GurdaspurAttack..... Your 4 Paki Brothers was killed by India Commando. Same Question for @ShahNaseeruddin	भारत माता की सन्तान। सु-साशन के प्रसंशक। paid media के घोर विरोधी। दिल मैं namo। इट का जवाब पत्थर से देना खूब आता है। भारत माता की जय	224	1	1
7/27/2015 13:12:48	625655074820206593	iOnkarPandey	Because of #presstitutes like these that the terrorists are challenging the world. Indian rebels? #GurdaspurAttack https://t.co/nwBbeEt99o	namo fan, occasional poet, sftware pro, corporate quality & program mgmt, innovation mgmt,     ,     views=personal, rtendorsement	249	1	1
7/27/2015 13:12:56	625655106084560896	sayan_dusk	Why only cricket ? Ban all kind of relation with my pakis including entertainment and trade @ianuragthakur #GurdaspurAttack #Gurdaspur	scorpio| my love - politics, sports, movies , humor. || tend to have an opinion for all topic #displayadvertising expert instagram - therebel_dusk	224	1	1
7/27/2015 13:13:03	625655138758213633	pushkar_nk	Will Ajit Doval keep his word, if a Paki hand is proven to be behind the #GurdaspurAttack ? http://t.co/wsOeQF7sTl		346	1	0
7/27/2015 13:13:24	625655224770805760	Brokenbeowulf	RIP baljit sir wholost his lyf 2day,sadly no liberal secular will acknwledge ur loss bt we wont 4get #GurdaspurAttack http://t.co/Vxv9qISUsr	i am finance lover, an engineer who happens to be agnostic, avid reader, painter, writer, orator, procrastinator, thinker and i believe in calling spade a spade	33	1	0
7/27/2015 13:14:11	625655420472946688	_simpletalk	@timesofindia they will release same old drafted message "terror has no religion" #GurdaspurAttack	life is like a book: what matters is how good it is, not how long it is.	110	1	0
7/27/2015 13:14:40	625655543361728512	DumpTheGandhis_	Paki terrorists did #GurdaspurAttack but anti-national @INCIndia &amp; @AamAadmiParty blaming non-existent Khalistan http://t.co/Shc67LddK6	no blind bjp/modi supporter! congies /commies/junglis jerk off my tl! intolerant to #paidmsm. exploring the mysticism of bharat, constantly learning & evolving!	212	1	1
7/27/2015 13:15:18	625655703961604096	dogakechacha	Is there any possibility that I can say "Terror has no religion? " . please. #GurdaspurAttack	master of all trades jack of none. 1×0 =1.nimoniya.सेर ओ सायरी। हुमायूँ सिंह मौर्य। c2h5oh - दारू.law of motion-personal question	300	1	0
7/27/2015 13:15:20	625655713579335681	Anil_Aarush	Well brace for more #GurdaspurAttack Nawaz Sharif's peace offer does nto go well with army and jihadi ranks on that side	no matter how liberal your muslim friend is,as a kaafir in his view you are hell bound,even gandhiji is in hell according to islam.	5034	1	1
7/27/2015 13:15:26	625655735435849728	ManeKalyani	#Shocked 2 hear abt d #GurdaspurAttack #Punjab My heart goes out 2 d families of d victims #RIP #Prayers. #Sad sumwhr dis has 2 stop #Shame	swimmer|diehard fan|indianarmy|sonaleekulkarni|swwapniljoshi|salmankhan|deepikapadukone|ravakar|cricket lover|ajinkyarahane|instrdinpolitics|proud maharashtrain	345	1	0
7/27/2015 13:17:13	625656185379758080	golive09	Shame on @ArvindKejriwal #AAPwithTerrorists #GurdaspurAttack https://t.co/tHh4PoHlIJ	hindu,patriot,a staunch bjp supporter,a loyalist of namo	99	1	1
7/27/2015 13:18:00	625656384294522880	priyavrat1	Shame on people who are labeling them as jihadis!! those were bastard in reality! #GurdaspurAttack https://t.co/mXTAghjRyK	open-minded, like kishore kumar songs, dil hai hindustani, sachin is my god, arsenal fan, if you love me, i ll definitely love you back :) #fpl	705	1	1
7/27/2015 13:18:24	625656483707924480	nakhrebaz_jatti	India has wrld 3 largst army stil v r unabl to fyt wid terrorism #IncredibleIndia #GurdaspurAttack #Shame We can't or we don't want too ?	#engineer #genconian #love2dopainting #rainlover #loves&care4animals #babbumannfan #followback soo much fake twtr acntz... if not folwing any real acnt ...twt	4051	1	0
7/27/2015 13:19:25	625656741565313025	Atheist_Club	Pakistan was created by Hindutva, by denying Muslims rightful citizenship in India.@NitinKPy @A__Traveller @SinghNavdeep #GurdaspurAttack	atheist club: an open club seeking an intellectual radical social revolution! freedom from caste, class, religion, culture, region, race, gender & age!	1541	1	1
7/27/2015 13:21:08	625657170764263424	iamSick_ular	Treason is promoting Paki Actors/Actresses by Supari fed ISI chamcha #Bollywood slap them with Sedetion! #GurdaspurAttack	free thinker,blogger and technocrat. make products for supercomputers(cray,sgi and the likes),on twitter to educate the psuedo-(sick)ulars!	581	1	1
7/27/2015 13:21:23	625657233699811328	brfharbans	#GurdaspurAttack Another reason why we must keep a closer eye on RSS. #AdarshLiberals	declare india a dharmic rashtra and form a federation of dharmic nations. was time person of the year 2006. www.http://t.co/xkbimgsicw	1938	1	1
7/27/2015 13:22:04	625657408283504640	humhai_baba	Let our martyr's soul RIP #bloodboils #GurdaspurAttack ,wish we could nuke the #pakis .	desire is irrelevant, i am a baba.	76	1	1
7/27/2015 13:22:36	625657541754667009	Nitishburnwal	Hottest statement of the Day by F**king Sikhulars : Terror has no RELIGION...,!!!! The days won't come with this case #GurdaspurAttack... :(	studied at jnu, self employed...! aam aadmi (not party)..!!	32	1	1
7/27/2015 13:22:44	625657576152141825	GnySignature	#GurdaspurAttack wher r all da activists, extremist , NGOS and human rights ppl sleeping. Pathetic	live life king size	3	1	0
7/27/2015 13:23:05	625657662730940416	piyushkaul	Will @HMOIndia &amp; #MHA will take actions against these so called Kashmiri Jihadi or wait their act #GurdaspurAttack http://t.co/H9z5OA46iC	be with me , to explore me	644	1	1
7/27/2015 13:23:15	625657704464289792	EvilYindoo	Imagine 2000 155mm 'Make In India' guns lined up with cheapest ammo shells, Paki Generals would be wearing Adult Diapers #GurdaspurAttack	centrist, descendant of an evil civilization that started in 7000 bc and proclaims 'har har mahadev' (everyone is great god)	4042	1	1
7/27/2015 13:24:37	625658046102896640	priyanka_dew	Ppl need to understand tht political parties or leaders r nt d problem. Problem is terrorism #AAPwithTerrorists #Gurdaspur #GurdaspurAttack		20	1	1
7/27/2015 13:25:34	625658287468318721	rkgupta97177	#GurdaspurAttack Terrorist has no religion.okay.but certainly he has got nationality.every paki is a terrorist.it seems so.wishing peace		7	1	1
