4/25/2015 8:28:42	591881506991132672	tweeteringuise	Evangelists begin prowling #NepalEarthquake https://t.co/RKVpXO9DpC	just another tweeter. tweets and rts may not confirm with your perception of morality.	94	1	1
4/26/2015 7:16:22	592225692047187968	ChiduVH	NEPAL BEWARE.. The #evangelicalvultures on the prowl! If this is Christanity,thank God I am a HINDU #NepalEarthquake http://t.co/gaf1WQfCKO	diehard salman khan and modi fan,loves photography,proud indian, proud hindu. views are personal..	53	1	1
4/26/2015 7:18:48	592226301970239488	ChiduVH	What is wrong with people? Using the #NepalEarthquake to convert the victims? #Soulvultures.	diehard salman khan and modi fan,loves photography,proud indian, proud hindu. views are personal..	53	1	2
4/26/2015 7:24:25	592227717690630145	profylayush	Google executive among the dead in #NepalEarthquake. RIP. Meanwhile stop politics over it #SoulVultures.	an engineer by degree, content developer and business analyst by skills and entreprenuer by dream.	45	1	1
4/26/2015 7:25:48	592228064223887360	NeelakshiGswm	A religion is known by its followers, the more u try to propagate ur religion d less respected it is #SoulVultures #NepalEarthquake	#pandit| #assam #kashmir #proisrael | dr @swamy39 bhakt | followed by 200+ verified media/political personalities across d world & blocked by rats.	21755	1	1
4/26/2015 7:28:55	592228850408501248	i_Aleister	I hate how missionaries gon try to harvest souls, turning this whole #NepalEarthquake into a spiritual wake-up call...Lend a hand not a Word	literature • sports • uber-geek • trends • skinny • hippy • alien • great	302	1	1
4/26/2015 7:30:10	592229164171677698	sirdesairajdeep	Looks Like Black Dog @ashutosh83B Cried Again. #NepalEarthquake #earthquake #MannKiBaat #SoulVultures	*parody* secular, anti-national, anti-bjp, congressi turned aapian, parody account of rajdeep sardesai. if any questions, read my book, if not then also read my	511	1	1
4/26/2015 7:35:25	592230484978978816	VerseCannon	Vampires on the prowl. #SoulVultures #NepalEarthquake http://t.co/wiwWwvwrxY	write irreverent satirical comments on news in verse. follower of greek philosopher, diogenes. fledgling cartoonist. i'm a jeerleader, not a cheerleader.	3367	1	1
4/26/2015 7:37:37	592231039746998272	ashwanijain05	Where is secular bollywood fundraising shows for #NepalEarthquake victims? @iamsrk #SoulVultures	techie, blogger, author, journalist, analyst, secular. i am none of these. never liked bio.	257	1	0
4/26/2015 7:39:23	592231484041363456	SirZaidHamid	#Nepal experiences second earthquake; 6.7 magnitude. Xstian Evangelists: hallelujah.... Let soul harvesting season begin. #NepalEarthquake	guardian angel of pakistan army and isi. mission takmeel-e-pakistan and ghazwa hind. personal advisor to general raheel sharif.	18739	1	0
4/26/2015 7:40:20	592231724647583744	TweeterGOD_	Will the #Presstitutes media ever show this? #Respect for RSS #SoulVultures #HatsOffRSS #NepalEarthquake http://t.co/a1PPDcCSEl	ना followers का मोह !!! ना unfollowers का भय !!!	128	1	0
4/26/2015 7:43:32	592232529635119104	arvind_joshi	Evangelist Vultures: #NepalEarthquake RT @Saffrelin: #SoulVultures Can barely contain her glee. http://t.co/ebzDcUi8eX	,      | sabka saath sabka vikas| sh @narendramodi ji follows me| yes we can. yes we'll do rts are not endorsements	7499	1	0
4/26/2015 7:43:43	592232574719631360	alishervani	Twetteratis stop giving stupid explanations for #NepalEarthquake..by stupid I mean Religious	technology will make the leaders of tomorrow...tweets personal	363	1	2
4/26/2015 7:45:55	592233127872843776	karanbhandari	Save people first, forget propaganda for once "@VerseCannon: Vampires on the prowl. #SoulVultures #NepalEarthquake http://t.co/jmT9rxlepI"	gadget lover||sailor turned advertiser turned digital marketer who really just wants to own a cafe||head of digital - weber shandwick india||views are my own||	8022	1	2
4/26/2015 7:49:57	592234144727347200	sn_quote	Reminder in #NepalEarthquake #SoulVultures Why no Outrage over Conversion of Tsunami Victims? http://t.co/FSnd8EJQes	interested in hindu scriptures. chatrapati shivaji, maharana pratap, swami vivekanand ideals. believes in aliens called 'god'. seen extra-terrestrial activity.	164	1	0
4/26/2015 7:50:16	592234223848837120	prashanth1247	1800+ Killed in Earth Quake http://t.co/hOjdjKhnkl #earthquake #CSKvKXIP #VijayAwards #NepalEarthquake #MannkiBaat #SoulVultures		79	1	0
4/26/2015 7:57:57	592236157678714880	VidyaranyaKs	@Rakeshinteriors @gary_1980in #NepalEarthquake #Missionaries #SoulVultures #HDL #RSS #OperationMaitri #MannKiBaat @ksmsundaram1975 my God!!!		260	1	0
4/26/2015 7:59:59	592236667135655936	abhijitmajumder	If #NepalEarthquake could've been stopped with gospel, Hurricane Katrina could've been averted chanting Om. Bloody nonsense. #SoulVultures	journalist. managing editor, mail today. views are personal, retweets are not necessarily endorsements	69532	1	1
4/26/2015 8:03:50	592237638544793601	sanjay_rai	@ce7669131e0f466 #SoulVultures see the #NepalEarthquake as golden opportunity for conversion, #soulharvesting @_TimesCrow @nesoron	a staunch modi fan. a staunch nationalist. a staunch hindu.	1661	1	1
4/26/2015 8:06:07	592238211029606400	shall_isaytruth	#SoulVultures Nepal is land of Sita &amp; Buddha even before your God existed! Don't hunt Souls like devil does in disguise. #NepalEarthquake	hate congress, nehru-dynasty & presstitutes this corrupt dynasty & left liberal nexus should end for india to prosper. congress mukt bharat	223	1	1
4/26/2015 8:07:12	592238482786947073	mvslsv	Please be aware of these #SoulVultures #NepalEarthquake https://t.co/KHht7R0otv	proud 'hindu'sthani, lawyer in making, #hdl #namoourpm music addict (rafi, kishore, ilayaraja) seculars stay away rts ≠ endorsements,	648	1	1
4/26/2015 8:09:59	592239185353805824	amitagra21	If #NepalEarthquake could've been stopped with gospel, Hurricane Katrina could've been averted chanting Om. Bloody nonsense. #SoulVultures	i dont belong to any reiligion	990	1	1
4/26/2015 8:10:11	592239234653773824	shwetavij3	RT @NeelakshiGswm: Dear #SoulVultures #Nepal isn't Africa, so don't try business there. #earthquake #Kathmandu #NepalEarthquake	भारत और हिन्दुत्तव ही मेरी पहचान, भाजपा और मोदी समर्थक | भारत को बचाना है तो @bjp4india और @narendramodi को लाना है| tweets on anti-india p's topic	39	1	1
4/26/2015 8:20:06	592241729643753472	ChiduVH	Will the #Presstitutes media ever show this? #Respect for RSS #SoulVultures #HatsOffRSS #NepalEarthquake http://t.co/OdRqp48R3J	diehard salman khan and modi fan,loves photography,proud indian, proud hindu. views are personal..	53	1	0
4/26/2015 8:21:32	592242089288552448	RustedSingh	Same is true for GOI in #NepalEarthquake but #AdarshLiberal are not convinced. https://t.co/c40YWKQx4P	फिर हाथ में शराब में, झूठ बोलता हूँ मैं।	304	1	0
4/26/2015 8:30:25	592244326421241856	monicanitin	Many evangelical minds eyes Nepal. #Shame ##NepalEarthquake	indian.	8053	1	1
4/26/2015 8:33:12	592245028354949120	TweeterGOD_	Will traitor #Presstitutes give credit to RSS for good work? #MannKiBaat #SoulVultures #NepalEarthquake #HatsOffRSS http://t.co/k4V7kpcSu3	ना followers का मोह !!! ना unfollowers का भय !!!	128	1	0
4/26/2015 8:33:20	592245058734198784	RevolutionMonk	#VultureEvangelists #SoulVultures Animals that feeds on carcasses are superior 2 this Missionaries. #NepalEarthquake http://t.co/0D6rW0MVYS	questioning the hypocrisy and selective outrage of main stream media & politicians i nation first l https://t.co/erg8gopxsv	2615	1	1
4/26/2015 8:34:46	592245421860225025	dearknayak	RT-Vampires on the prowl. #SoulVultures #NepalEarthquake http://t.co/QFTFuAFjlD"	love my motherland (bharat) !! believe in hinduism !! communal for secular !! spritual seekar !! जननी जन्मभूमिश्च स्वर्गादपि गरीयसी !! वीरभोग्या वसुन्धरा !!	1043	1	1
4/26/2015 8:43:22	592247585894637568	himzzi	Wondering if any genuine noteworthy contribution from secularists? #earthquake again. #SoulVultures #NepalEarthquake http://t.co/0AsviwIND2	mba finance (iim-lucknow), firm belief- evil will harm u even if treated well! india deserves to be the world leader. decisive leadership at top is need of hour	332	1	0
4/26/2015 8:44:05	5.92248E+17	rohitzstriver	Convert everybody to christianity you bastards #SoulVultures .I want to ask,what will you achieve after this ?? #NepalEarthquake	#संघ	73	1	1
4/26/2015 8:44:08	592247778983714816	meaakasharora	Watch this #Presstitutes @aajtak @ndtv @abpnewstv @IndiaToday @news24tvchannel @timesnow #NepalEarthquake @RSSorg http://t.co/ewaa6oC2j8	sirf or sirf hindu, proud to be not secular but hindu , sanatan dharm shreshth. petroism run with blood	59	1	0
4/26/2015 8:48:18	592248825143693312	minditIsay	#SoulVultures #Xtians good business. Gwad Gwad and convert. What is the current market price. #NepalEarthquake	rare species • bharatiya madrasi • हिंदी भी बोलते हैं • live love believe only 3 words 'lights camera action' • all india permit • currently parked at chennai	520	1	1
4/26/2015 8:50:24	592249353726754816	ameeuk	No UK #Muslims got sympathy towards #NepalEarthquake victims if it was in any muslim country they will all make it loud all over Internet	working towards my goal of life . on a misssion ......	130	1	1
4/26/2015 8:50:26	592249362677370880	prashanth1247	1800+ Killed in Earth Quake http://t.co/Dand5xtr7h #earthquake #CSKvKXIP #VijayAwards #NepalEarthquake #MannkiBaat #SoulVultures		79	1	0
4/26/2015 8:58:33	592251405785640960	BharataWasii	@christinebenn12 you #SoulVultures are not even leaving tragedy victims do u guys have no shame PATHETIC HUMANS leachers #NepalEarthquake	(namaste)| in love with music gaming fitness science my country planet cosmos universe trying to find  (moksha)   ias aspirant	1321	1	1
4/26/2015 9:01:47	592252221569441792	kran8897	Teresa Gang on mission #SoulVultures #NepalEarthQuake http://t.co/2NkkQFFLEU	retweets = endorsement #joinbjp #dial18002662020 #congressmuktbharat https://t.co/14j67ewsh6	147	1	1
4/26/2015 9:05:02	592253036807913472	sudixitca	Religion is sickness. Christians are targeting the #NepalEarthquake victims for conversion to Christianity. #FuckReligion #SoulVultures	public policy activist, freelance, faculty and consultant fellow, royal society of arts & commerce, london 1990-96.	2119	1	1
4/26/2015 9:06:35	592253428492992512	WandererSS6	@GrooverMac You #SoulVultures can't u help selflessly instead of looking for preys for soul harvesting in #NepalEarthquake victims. Get lost	mkt research analyst|kashmiri pandit deserted from our paradise|proud indian|believes in do what makes you happy.	204	1	1
4/26/2015 9:08:33	592253924037382144	akshaykanitkar	Will the Libtards answer??? #OperationMaitri #NepalEarthquake http://t.co/32NOCkCXnP	tl	11507	1	0
4/26/2015 9:11:39	592254702139482113	Jorebungley	@AgentSaffron @trackevangelism @apravasi @AviralKapoor_ this is heights of moronry #SoulVultures released this poster today #NepalEarthquake	thinker - i think mutinous, insolent, subversive, contrary, resistive, revolutionary, rebellious, turbulent thoughts. i am dangerously defiant - i think	615	1	0
4/26/2015 9:12:07	592254819030605824	bhuv_singh	#PMModi is true leader, no match in current Indian politics. India is blessed to have leader like him. #NepalEarthquake #SoulVultures	iit kgp pg| proud hindu| nationalist| modified india| believe and values indian culture inherited from 10,000 years ago.	37	1	0
4/26/2015 9:16:11	592255843938213888	Pandav_Arjun	Disaster in Nepal,Opportunity of conversion for Christian missionaries Bloody Vultures #Christianity #NepalEarthquake http://t.co/uf4VMQapRV		6	1	1
4/26/2015 9:16:13	592255851773079552	RevolutionMonk	Wat sort of #Presstitutes V hav in India hu don't appreciate own country's effort,bt glorify other's #NepalEarthquake http://t.co/yXvECRFRQE	questioning the hypocrisy and selective outrage of main stream media & politicians i nation first l https://t.co/erg8gopxsv	2615	1	1
4/26/2015 9:22:22	592257399311835136	zinalpatel	You idiot #presstitutes, stop poking ppl in #nepal with your stupid questions. People are terrified, don't make it worse. #NepalEarthquake	user experience designer. photographer	197	1	1
4/26/2015 9:30:54	592259546736775169	SakhariyaManish	Dear #Presstitutes what are 20000 RSS volunteers doing in #NepalEarthquake ?? #OperationMaitri For Once pls Speak The TRUTH #RSS #BJP #India	an honest indian who really wants to see a change in india	30	1	0
4/26/2015 9:31:42	592259747174199296	ravish_NDTV	One more brainwashed idiot promoting religion over humanity sick mentality #earthquake #NepalEarthquake #MannKiBaat http://t.co/NZC0cJn6GR	भोकना शौक़ है।घनघोर पारिवारिक।ठीक से नहीं आती है इसीलिए अंग्रेज़ी में ट्विट कम करता हूँ।माइक्रोsickularलिखता हूँ।निजी राय,बुरा लगे तो माफ़ मत करना ऑफिसियल parody	116	1	0
4/26/2015 9:34:09	592260363879587841	atsmobus	Day 2 of #NepalEarthquake &amp; still no coverage by Hinglish Tv #Presstitutes of @RSSorg of their handson help in Nepal. Agenda Extraordinare!!	i am manavta	94	1	0
4/26/2015 9:34:11	592260373304123393	vikkivik	Are we expecting any large contribution from @snapdeal @Flipkart @Olacabs to assist in #NepalEarthquake relief? I don't think so. #shame.	serial entrepreneur, investor, a cyclist, an off roader , a shutterbug and founder of safetykart and a damage prevention specialist.	453	1	0
4/26/2015 9:35:57	592260818835611650	sahucar	while thousands lost their life due to #NepalEarthquake , #SoulVultures gear up to capitalise on people's miseries! http://t.co/zM7RKukhXI	narratives of fond memories by a wanderer of nostalgia	1450	1	1
4/26/2015 9:43:04	592262611435016193	anshulrajgarg	What have we done to make lord shiva so angry ? Calm down God!#NepalEarthquake	engineermbabanker	31	1	0
4/26/2015 9:43:29	592262716565430272	Sonu_Bhaskar	And the 'proselytisation' crusade by #SoulVultures continue at the graves of innocent #NepalEarthquake victims #Shame http://t.co/jJUpLcUzcS	making a positive difference; i'm on a quest to experience life! neuroscientist, humanitarian, medico, poet, saggitarian & an altruist at heart.	7052	1	0
4/26/2015 9:46:48	592263551059791872	prasannakarthik	Army wants to save, RSS wants to serve, Gurudwaras want to feed, but #SoulVultures want to convert the affected. #NepalEarthquake	alumnus - home ministry & bjp 2014 campaign. followed by indian prime minister.	2777	1	1
4/26/2015 9:47:55	592263831188951040	Ashveen_Shalom	Then they cry unto the LORD in their trouble, and he saveth them out of their distresses ps 107: 19 #paryfornepal #NepalEarthquake		76	1	0
4/26/2015 9:50:19	592264434661380096	prashanth1247	1800+ Killed in Earth Quake http://t.co/62zNoujP3X #earthquake #CSKvKXIP #VijayAwards #NepalEarthquake #MannkiBaat #SoulVultures		79	1	1
4/26/2015 9:52:05	592264878326296576	shiv_chinnas	http://t.co/T6ng87GNgR Only the heartless can think of harvesting souls when a tragedies like #NepalEarthquake strikes. #SoulVultures		12	1	1
4/26/2015 9:54:25	592265466736816128	thenewsminute	Religious groups "preying" for souls of #NepalEarthquake get slammed for being "#SoulVultures" http://t.co/is3MCd5Og6	the news minute - bringing news stories that are relevant from india, with a focus on south india.	29697	1	1
4/26/2015 9:55:19	592265694240079872	AvanikaMote	Learn from Sikhs. They are helping without converting people in Nepal. #SoulVultures #NepalEarthquake https://t.co/himluu0M1e	writer. image maker. feeler. eccentric non-linear traveller. clownchild. philosopher. entrepreneur. a soul who's sickened of conventional spiritualism.	164	1	2
4/26/2015 10:05:55	592268359611351040	dhiggins63	#NepalEarthquake kills hundreds, and destroys ancient artifacts and monuments.. Natural Disasters sound eerily similar to Islamic Radicals!	retired, us army. love god, family, freedom & usa. author: followedby tedcruz, davidlimbaugh & alvidaking dad of a marine-son & a soldier-daughter	16698	1	0
4/26/2015 10:07:04	592268650821906432	Sonu_Bhaskar	Hats off to 25k @RSSorg volunteers who are selflessly helping out the #NepalEarthQuake victims, unlike #SoulVultures http://t.co/jIKVksB2VP	making a positive difference; i'm on a quest to experience life! neuroscientist, humanitarian, medico, poet, saggitarian & an altruist at heart.	7052	1	2
4/26/2015 10:13:31	592270270909456384	sameerdesaii	evangelists must be busy sending loads of bibles to #Nepal . itz a good opportunity for them to convert the needy as usual #NepalEarthquake	a modi supporter but not a modi bhakt! self-employed, poet, writer, ex-anchor for local tv news, spoken english trainer, a debater. dharmo rakshati rakshitah	1306	1	1
4/26/2015 10:14:07	592270421782827008	ilamzzone	Why is the world more concerned about Bruce Jenner's sex change than the #NepalEarthquake ? #Shame	founder and board director of @refutrees, #wed ambassador at the un, phd candidate at @soas. writer and contributor. rt≠endorsements	780	1	0
4/26/2015 10:14:21	592270483514523648	Ram0490	Apalled at missionary #SoulVultures gloating at #NepalEarthquake as opportunity. Nepal shud enforce routing of all aid through govt agencies		60	1	1
4/26/2015 10:14:52	592270614443925504	RightTweeter	Christian vultures feeding off the dead. Kick these assholes out of the subcontinent http://t.co/zeJllPK8wa #nepalearthquake #Nepal	indian in blood and colour, and indian in taste, in opinions, in morals, and in intellect. cogito ergo sum. sarcastic. hindu..	262	1	1
4/26/2015 10:15:00	592270644978405377	DMarcusAntonius	@AnaKasparian U guys shud focus on ur compatriots who see a tragedy lyk #NepalEarthquake as an opportunity to spread xtianity #SoulVultures	friends, romans, countrymen, lend me your ears....	3860	1	1
4/26/2015 10:19:06	592271676353589248	shreyashebbare	This is really sick! #NepalEarthquake #SoulVultures #earthquake http://t.co/WF6tzYB35N	technology enthusiast, traveler, foodie, dog lover, photograpy and finally an engineer	411	1	1
4/26/2015 10:23:43	592272837898940416	kendentshering	Missionary position even in times of disaster ;) shame on you #SoulVultures #NepalEarthquake https://t.co/6vvyoJaIlC	a petrol-head and geek rolled into one......who's living life quarter mile at a time......modi-fied! proud nationalist! india first !!	273	1	1
4/26/2015 10:26:14	592273472375554048	surya1313	@ajayendar shud ask him why dozens of evangelists consider this auspicious moment to shamelessly preach. Double standards #NepalEarthquake	closet radical.. political thinker .. movie buff.. entrepreneur and a lot more!	249	1	1
4/26/2015 10:27:07	592273695453745152	KiranKS	20,000 @RSSorg swayamsevaks in Nepal assisting #NepalEarthquake victims. Unlike #SoulVultures, no conversion here! http://t.co/ei8xckemNF	my tweets are my running commentary of thoughts and excerpts of what i read/absorb. more info, less bakwas.	60119	1	1
4/26/2015 10:29:08	592274200854863872	sameerdesaii	there BASTARDS are ready for satanic conversions even in this hour of tragedy! #NepalEarthquake #EvangelicalVultures http://t.co/8Ekoj5YC1y	a modi supporter but not a modi bhakt! self-employed, poet, writer, ex-anchor for local tv news, spoken english trainer, a debater. dharmo rakshati rakshitah	1306	1	1
4/26/2015 10:31:51	592274885063245825	sameerdesaii	@pradeephindu @HinduRajyam see these #EvangelicalVultures are finding opportunity for conversion in #NepalEarthquake http://t.co/iu76xuB1cA	a modi supporter but not a modi bhakt! self-employed, poet, writer, ex-anchor for local tv news, spoken english trainer, a debater. dharmo rakshati rakshitah	1306	1	1
4/26/2015 10:32:40	592275090399752192	AnjaliGorg	In any case pls don't donate for these organisations #NepalEarthQuake #SoulVultures #IndiaWithNepal https://t.co/tJaplWGPMR	★ the only thing that makes life possible is permanent, intolerable uncertainty; not knowing what comes next ★ ★rts, favs & quotes don't mean endorsement ;) ★	3704	1	1
4/26/2015 10:33:00	592275176508690432	shubham_sunny	WTF  is it true?? #SoulVultures preying victims of #NepalEarthquake for Religious propaganda. Really Sad &amp; Disgusted with.	blogger, animator, technocrat, music geek, music blogger, remix maker & creative but by profession i'm an electrical engineer	345	1	1
4/26/2015 10:33:30	592275303352795137	vikingthakkar	Some #media wo/men r tweeting praise4 PM @narendramodi 4quick response2 #Yemen &amp; #NepalEarthquake. Ppl can see -Just #ShutUp #Presstitutes.	a single, simple, honest man, a happy, cheerful soul, a proud indian, disillusioned with corrupt, communal, self-serving congress.	3399	1	0
4/26/2015 10:34:13	592275479916220416	Cerebrus_	Interesting, the twist some #Christians &amp; #Muslims gave to the #NepalEarthquake. #SoulVultures #ReligionOfPeace http://t.co/SuHOGLxx5s	tweets = scalding opinions; retweets = glowing endorsements; follows = you're interesting !	186	1	1
4/26/2015 10:34:42	592275605091037184	rkgeemail	Tough time ahead for #AdarshLiberal and @TusharG .. Now #RSS take photo too #NepalEarthquake http://t.co/z0mDdIeMyr	,  tank  |         #adarshliberal must stay away.	602	1	0
4/26/2015 10:35:10	592275722242142209	ItsARipper	Christians who're mum now about evangelists using the #NepalEarthquake to spread Christ's word will shout about #GharWapsi later.Just saying	books, cricket and twisted takes. followed by eminent intellectual, @mainbhinaamo.	835	1	0
4/26/2015 10:37:55	592276414461812736	SagarikaOfcl	Celebrating #NepalEarthquake for your own sale?? #LensKart where is #Humanity gone?? #Shame #Prayers for the... http://t.co/5J0nmQhYlV	official twitter account of - singer sagarika deb. music - family animal rights women empowerment http://t.co/hj7sedi5nr	3613	1	0
4/26/2015 10:41:00	592277188667289601	crick_crook	For those who are Helping Just to prove they comes from best religion ! You are crap for name of jejus, Allah or bhagavan. #Nepalearthquake	**broken english spoken perfectly**	129	1	0
4/26/2015 10:41:52	592277406083198976	DandekarH	Y shd Allah waste his time killing muslims in #NepalEarthquake when de demselves r killing each others #SoulVultures http://t.co/lSfXBUEJBp	stands for truth, courage, compassion and character. proud indian,patriot,love to learn abt universe,vedas,spirituality. believe india first. #nri #trustmodi	138	1	1
4/26/2015 10:47:03	592278710063144961	Travel4Life5	Why is @nytimes promoting Christian evangelist charities for #NepalEarthquake relief? Why should we give our money to #SoulVultures?	mostly political. often politically incorrect.	168	1	1
4/26/2015 10:48:02	592278959691145216	bhanujoshi01	While #RSS offers selfless service, this is what missionaries are up to - http://t.co/9YMfqDCtsE #NepalEarthquake Cover this #Presstitutes	its a blend of #sufism and #postrock, and all that lies between. marketer by profession; on twitter to exercise freedom of speech.	67	1	0
4/26/2015 10:56:17	592281034990878720	KiranKS	If you don't know why #SoulVultures is trending in India after #NepalEarthquake, it's because of these sick guts. http://t.co/No0Cjuk4vF	my tweets are my running commentary of thoughts and excerpts of what i read/absorb. more info, less bakwas.	60119	1	1
4/26/2015 10:57:37	592281372166852608	shwetavij3	RT @AnjaliGorg: In any case pls don't donate for these organisations #NepalEarthQuake #SoulVultures #IndiaWithNepal http://t.co/f4m7iCcDJ3	भारत और हिन्दुत्तव ही मेरी पहचान, भाजपा और मोदी समर्थक | भारत को बचाना है तो @bjp4india और @narendramodi को लाना है| tweets on anti-india p's topic	38	1	1
4/26/2015 11:03:14	592282784825085952	Dayweekaa	#SoulVultures preaching such nonsense in times of #NepalEarthquake, saying repeated quakes are second coming of their lord you-know-who.	stuck between the horizon and the shore, i'm sailing in the ocean of hope and curiosity.	575	1	1
4/26/2015 11:04:18	592283053487235073	ddev42	If you don't know why #SoulVultures is trending in India after #NepalEarthquake,it's because of these sick guts. http://t.co/BXPydDHHns		10	1	1
4/26/2015 11:05:00	592283227835928576	kantikshah	#SoulVultures at the site of Natural Calamity #NepalEarthquake https://t.co/PwXd7PgTdX	retired medical person. fan and follower of shri narendra modi ji and wants him to be the pm of india for minimum 15 years.	568	1	1
4/26/2015 11:14:14	592285553334169600	prinz_90	#Shame on #soulvultures. It's time for everyone to unite &amp; help the ppl of #Nepalearthquake. Hw can you stoop so low? http://t.co/cVGS2MX9Y5	law student. about to graduate. politically alert. loves sarcasm. super bikes excites me more than super car. #chelseafan	63	1	1
4/26/2015 11:18:17	592286572768202752	DandekarH	Scavengers in the name of God : For missionaries, others misery is nothing but an opportunity #SoulVultures #NepalEarthquake	stands for truth, courage, compassion and character. proud indian,patriot,love to learn abt universe,vedas,spirituality. believe india first. #nri #trustmodi	138	1	1
4/26/2015 11:24:27	592288122567729152	KiranKS	After #NepalEarthquake, @PMOIndia should monitor closely. #RANDI squad would be eager to sneak in Jihadis and fake currency through Nepal.	my tweets are my running commentary of thoughts and excerpts of what i read/absorb. more info, less bakwas.	60118	1	1
4/26/2015 11:30:51	592289733239119872	Saeber4U	#Presstitutes all of sudden giving massive coverage to #NepalEarthquake , wondered y? Wanna save their child @AamAadmiParty @DrGPradhan	modi bhakt | rss | vhp | swadeshi | hindutva | brahmacharya | anti msm | anti islam | right winger | complete hindu rastra | putin, swamy & hitler admirer	219	1	0
4/26/2015 11:31:30	592289898255622144	IndrajeetMish19	4 teams of @RSSorg started rescue operation in #NepalEarthquake. Now @INCIndia &amp; @AamAadmiParty Pseudo Secularist can startCRYING. Jai Hind	times is your friend	37	1	0
4/26/2015 11:40:29	592292158217920513	abhishekpower	Nepal is groaning, India is providing aid and Christian Missionaries selling Jesus. Disgusted. #NepalEarthquake	self proclaimed aficionado.	41	1	1
4/26/2015 11:43:00	592292790685409280	vipinkooriyil	Sad! Appalling! Disgraceful!! #Missionaries trying to 'harvest souls' even in such tragic times of #NepalEarthquake	a simple and sincere guy with positive approach towards the things around me. but of course i'm a natural human being with all his abilities and inabilities :)	60	1	1
4/26/2015 11:45:48	592293494435131394	Shilpi_kA	It's fr all those ppl tryng to sell #Jesus in moment of pain.I hope ur nt tryng 2 prove that Jesus is partial #godisonly1 #NepalEarthquake	person of letters | #writer | #journalist | keen observer with an inquisitive streak | views are my own! | slap on!	64	1	1
4/26/2015 11:45:51	592293510096773122	TrueFeku	#AAPtards thankful 4 #NepalEarthquake 4 diverting attention fm #FarmerSuicide &amp; the tamasha on NatTV only to be take over by #SoulVultures	i swear that the evidence that i shall give, shall be the truth, the whole truth and nothing but the truth, so help you god	16	1	0
4/26/2015 11:46:21	592293633195253760	anupsjaiswal	#NepalEarthquake #SoulVultures REASSURED: World needs an ethical whitewash http://t.co/cZCcQfs2xN @Vamsee9002 @rupasubramanya @KanchanGupta	funny but serious. want to be a movie/sports marketer-bandra boy. love indian politics. mythology. travel. nonveg & @chelseafc insta:vine:snapchat-anupsjaiswal	246	1	1
4/26/2015 11:47:38	592293958618873857	NoPlusnet	Hayul #Hayul Vig_Yani: RT KiranKS: If you don't know why #SoulVultures is trending in India after #NepalEarthquake http://t.co/9lsYb1yjSQ		428	1	0
4/26/2015 11:48:48	592294253184872448	human995522	@NeelakshiGswm now it's high time to raise our own media army for propaganda warfare. #Presstitutes #NepalEarthquake #RSS	|attitude matters| bully| arrogant| strong opinionated|double standard hater| point blank range tweeter| lets see |proud pagan|nefarious da infidel	16	1	0
4/26/2015 11:48:52	592294268502282240	Dayweekaa	Nobody can be as moron as these #SoulVultures during tough times like these. #NepalEarthquake #EarthquakeAgain http://t.co/TnAzxa9hW1	stuck between the horizon and the shore, i'm sailing in the ocean of hope and curiosity.	575	1	1
4/26/2015 11:49:27	592294413042196481	awanishr	This is how Congis treated their own people in emergency #NepalEarthquake , preparing the ground for #SoulVultures http://t.co/nZCYTIq5Ww	#history #theology #finance #economics #startups	408	1	1
4/26/2015 11:55:26	592295919741079552	iysm9	Mother Teresa did the same to India what Evangelists are doing in Nepal. Agreed now or still in dilemma? #NepalEarthquake #EarthquakeAgain	nationalist, truth finder, philosopher, day dreamer, ex shayar. self appointed समाज का ठेकेदार॥ फोलोवरस देवो भवः॥ all tweets are © under commonsensial3.0	77	1	1
4/26/2015 11:55:27	592295923759255552	HinduNRight	Other than #VultureEvangelists and #SoulVultures people who are glad with #NepalEarthquake are @AamAadmiParty relief for thm from lots of Qs	anti-antibjp anti-antimodi anti-proaap anti-proleft anti-progandhi anti-sickular pro-debate anti-bs highly imflammable in presence of adarshliberal	16	1	1
4/26/2015 11:57:19	592296396138622976	jithu2k1	Hey @Pontifex, control your #SlaveTraders. #SoulVultures are ready to devour corpse in the #NepalEarthquake tragedy. Have respect for dead.	vi veri veniversum vivus vici	567	1	0
4/26/2015 11:59:43	592296999577198596	_TimesCrow	Just found the gang of   #SoulVultures on the way to Nepal to show theirs # #NepalEarthquake http://t.co/5zawoeW8eV"	india's most watched chutiyapa news channel .100% फ़र्जी न्यूज़ है जी.	2628	1	0
4/26/2015 12:00:39	592297235682983937	basavarajnasi	After #NepalEarthquake, @PMOIndia should monitor closely. #RANDI squad would be eager to sneak in Jihadis and fake currency through Nepal."	i am a counciler	39	1	1
4/26/2015 12:00:45	592297260257521664	AnjaliGorg	Evangelical Christianity: Devils in high places http://t.co/ryyG854ykt via @dna @powerofyogesh #SoulVultures #NepalEarthquake	★ the only thing that makes life possible is permanent, intolerable uncertainty; not knowing what comes next ★ ★rts, favs & quotes don't mean endorsement ;) ★	3704	1	1
4/26/2015 12:00:47	592297265223442433	imknag	@nytimes article helps recognise #SoulVultures dancing #MaukaMauka on #Nepalearthquake! Don't donate to them! http://t.co/wyyYEcUDPg	proud of my hindu heritage & culture; unapologetic hindu; want to see bharat becoming super power in my lifetime; despise 3rd world & developing country tags!	148	1	0
